,Rank_Scoring_Offense,Team,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Season,Week,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
51,51,Kansas,30.3,30.0,28.0,41.5,19.0,16.9,2018,6,74,386.0,394.3,368.0,456.0,316.0,319.2,46,23.8,29.3,48.0,31.0,16.5,45.9,62,392.3,429.7,568.0,421.0,363.5,487.9,2,0.3,0.3,1.0,0.5,0.0,2.1,1,3.3,2.3,1.0,3.5,3.0,0.7,73,-3.0,51,126,69,60,--,23,100,55,88,-6.7,53,120,106
52,53,VA Tech,30.0,30.0,31.0,--,30.0,28.3,2018,6,34,444.0,444.0,413.0,--,444.0,422.0,35,22.0,22.0,14.0,--,22.0,16.0,90,428.7,428.7,327.0,--,428.7,327.8,3,0.3,0.3,0.0,--,0.3,1.1,17,2.0,2.0,1.0,--,2.0,1.4,31,11.1,4,99,54,42,--,10,68,65,34,2.2,19,77,77
53,54,U Mass,29.8,38.3,42.0,49.0,25.0,29.4,2018,6,88,368.8,401.7,451.0,331.0,378.3,431.0,127,48.2,50.7,58.0,31.0,52.5,31.9,123,531.6,521.3,664.0,364.0,573.5,409.1,97,2.0,1.7,1.0,1.0,2.3,1.5,93,1.0,1.3,1.0,1.0,1.0,1.6,119,-21.0,1,125,117,111,--,2,116,115,104,-9.9,65,130,113
54,55,W Michigan,29.8,25.7,40.0,42.0,25.7,32.5,2018,6,21,479.8,432.7,562.0,621.0,432.7,377.1,114,39.5,34.3,39.0,55.0,34.3,30.4,87,425.8,381.0,349.0,560.0,381.0,403.6,50,1.3,1.0,2.0,2.0,1.0,1.5,93,1.0,1.0,0.0,1.0,1.0,2.3,66,-1.2,57,123,66,85,--,75,128,88,76,-4.2,11,95,64
55,55,Nevada,29.8,36.3,28.0,37.0,27.3,28.2,2018,6,56,406.3,458.3,436.0,357.0,422.7,395.3,120,41.0,41.0,25.0,35.0,43.0,34.3,91,429.5,416.7,250.0,540.0,392.7,479.5,112,2.3,1.7,2.0,1.0,2.7,1.6,17,2.0,2.0,2.0,3.0,1.7,1.7,93,-8.6,6,107,98,100,--,12,114,105,95,-7.5,72,126,98
56,57,Michigan St,29.3,26.3,31.0,34.5,24.0,24.5,2018,6,79,381.0,357.3,345.0,398.5,363.5,383.6,35,22.0,19.0,20.0,25.5,18.5,20.0,22,328.5,323.3,245.0,294.5,362.5,297.2,97,2.0,2.0,1.0,1.5,2.5,1.5,34,1.8,1.7,2.0,2.0,1.5,1.8,38,8.9,15,51,24,36,--,13,55,31,22,4.0,5,69,7
57,58,Texas,28.8,29.0,19.0,32.0,24.0,29.5,2018,6,63,397.4,368.0,343.0,413.0,374.0,398.8,24,19.8,14.7,14.0,17.0,24.0,21.2,24,333.2,302.0,217.0,347.3,312.0,366.6,29,1.0,0.3,0.0,0.7,1.5,1.4,64,1.4,1.7,0.0,2.3,0.0,2.0,35,9.9,13,75,34,123,-1.3,9,126,122,35,2.1,12,47,24
58,59,Army,28.6,30.3,42.0,33.0,25.7,27.9,2018,6,50,418.2,405.3,372.0,487.5,372.0,379.8,35,22.0,20.7,13.0,17.5,25.0,23.3,37,354.0,324.0,255.0,389.5,330.3,353.3,29,1.0,1.0,1.0,0.0,1.7,0.8,93,1.0,0.3,0.0,1.5,0.7,1.2,37,9.3,12,121,51,34,--,2,127,46,25,3.7,17,83,28
59,60,Kentucky,28.5,26.3,24.0,29.0,27.0,25.4,2018,6,77,383.5,369.0,353.0,360.0,454.0,342.7,3,13.3,11.0,10.0,12.3,16.0,29.3,4,285.5,295.7,326.0,260.7,360.0,436.0,97,2.0,1.3,1.0,2.0,2.0,1.3,34,1.8,2.3,4.0,1.7,2.0,1.3,13,17.6,8,63,20,19,--,18,63,19,19,5.2,8,81,22
60,61,Coastal Car,28.3,32.7,21.0,47.0,22.0,24.9,2018,6,80,380.0,425.7,317.0,463.0,352.3,348.8,101,36.5,32.3,45.0,24.0,40.7,32.4,102,461.0,427.7,467.0,435.0,469.7,401.7,29,1.0,1.0,2.0,0.0,1.3,1.3,111,0.8,1.0,2.0,1.0,0.7,1.0,88,-7.2,70,121,75,96,--,76,120,85,102,-8.9,17,120,112
61,61,S Carolina,28.3,21.3,10.0,33.0,23.5,23.7,2018,6,38,439.3,398.7,326.0,448.5,430.0,333.7,44,23.5,26.3,24.0,28.0,19.0,21.6,29,338.3,370.0,353.0,358.0,318.5,378.8,112,2.3,3.0,4.0,1.0,3.5,1.4,76,1.3,1.3,1.0,1.0,1.5,2.1,30,11.2,17,51,17,35,--,15,122,15,4,8.5,4,92,5
62,63,Indiana,28.2,27.7,24.0,26.3,31.0,26.8,2018,6,52,412.2,403.0,451.0,381.7,458.0,388.3,33,21.2,20.7,17.0,20.3,22.5,27.6,19,321.8,329.3,291.0,330.3,309.0,358.8,64,1.4,1.7,2.0,1.3,1.5,1.5,17,2.0,2.0,1.0,2.0,2.0,1.2,53,3.2,48,85,48,57,--,39,105,42,64,-2.8,34,81,45
63,64,Air Force,28.0,28.0,25.0,25.0,29.5,28.6,2018,6,93,364.7,364.7,250.0,250.0,422.0,395.4,92,34.3,34.3,28.0,28.0,37.5,35.4,110,483.3,483.3,436.0,436.0,507.0,421.1,59,1.3,1.3,2.0,2.0,1.0,1.8,42,1.7,1.7,2.0,2.0,1.5,0.8,79,-4.7,53,87,65,70,--,56,87,69,83,-6.0,55,119,55
64,65,Old Dominion,27.8,36.3,35.0,34.5,23.3,19.7,2018,6,71,387.6,413.7,271.0,514.0,303.3,336.6,97,36.0,33.3,37.0,31.5,39.0,33.0,121,509.0,488.3,492.0,544.5,485.3,441.5,29,1.0,1.0,1.0,0.0,1.7,1.5,92,1.2,1.3,2.0,1.0,1.3,1.4,111,-13.9,97,129,118,112,--,95,125,121,92,-7.1,48,124,91
65,66,UAB,27.7,27.7,28.0,29.5,24.0,26.9,2018,6,59,404.7,404.7,330.0,389.5,435.0,358.8,60,26.0,26.0,7.0,15.5,47.0,27.2,44,360.3,360.3,263.0,309.0,463.0,381.5,29,1.0,1.0,0.0,1.0,1.0,1.2,42,1.7,1.7,2.0,2.5,0.0,1.5,86,-6.6,4,116,88,120,--,7,122,116,127,-15.4,97,128,124
66,67,Virginia,27.3,31.0,21.0,27.0,27.3,22.1,2018,6,62,399.5,434.7,351.0,401.0,399.0,341.3,38,22.3,23.0,35.0,3.0,28.7,29.9,33,349.5,337.0,433.0,214.0,394.7,375.5,89,1.8,2.0,2.0,1.0,2.0,1.6,50,1.5,1.7,0.0,3.0,1.0,1.4,50,3.9,27,80,44,11,8.4,8,85,11,60,-2.5,43,121,72
67,67,Duke,27.3,25.0,14.0,24.0,30.5,23.8,2018,6,97,352.0,342.3,327.0,354.0,350.0,373.2,23,19.8,21.7,31.0,22.5,17.0,21.3,61,389.8,398.0,413.0,389.0,390.5,347.2,5,0.5,0.3,1.0,1.0,0.0,1.6,50,1.5,1.3,0.0,1.0,2.0,1.5,27,12.4,4,90,15,26,--,4,44,24,28,3.2,23,84,34
68,69,Minnesota,27.0,20.0,13.0,31.7,13.0,22.1,2018,6,99,348.0,288.3,263.0,376.3,263.0,308.5,13,17.3,19.7,42.0,9.0,42.0,22.8,10,300.3,310.0,432.0,256.3,432.0,346.7,89,1.8,2.0,3.0,1.3,3.0,1.5,50,1.5,1.7,0.0,2.0,0.0,1.5,59,2.1,3,98,61,107,--,4,108,107,65,-2.8,31,122,58
69,69,Mississippi,27.0,20.3,16.0,22.5,31.5,31.7,2018,6,36,443.3,409.0,328.0,449.5,437.0,455.2,109,37.8,41.3,45.0,39.5,36.0,35.6,112,488.8,493.0,573.0,453.0,524.5,470.9,66,1.5,1.7,1.0,2.0,1.0,1.5,50,1.5,2.0,2.0,2.0,1.0,1.1,63,-0.6,15,85,52,3,31.6,1,59,2,33,2.5,20,53,29
70,71,Fla Atlantic,26.8,31.0,24.0,33.0,24.7,40.2,2018,6,40,430.5,466.0,426.0,525.0,399.0,488.9,121,42.8,36.0,25.0,27.0,48.0,24.5,113,491.0,438.0,396.0,373.0,530.3,410.5,89,1.8,2.0,2.0,1.0,2.0,0.8,111,0.8,1.0,2.0,1.0,0.7,1.8,95,-9.1,41,109,93,94,--,44,116,97,58,-2.3,1,87,43
71,71,Vanderbilt,26.8,24.0,14.0,30.0,17.0,23.0,2018,6,81,379.8,390.7,284.0,366.3,420.0,346.6,19,19.0,23.0,37.0,18.0,22.0,34.2,48,364.5,388.0,534.0,359.3,380.0,420.8,89,1.8,2.3,2.0,1.3,3.0,1.3,14,2.3,2.3,3.0,3.0,0.0,0.6,57,2.3,14,89,37,31,--,30,110,33,70,-3.4,29,90,35
72,73,LA Tech,26.7,26.7,29.0,--,26.7,28.7,2018,6,57,405.3,405.3,359.0,--,405.3,395.2,78,30.3,30.3,27.0,--,30.3,25.5,56,381.3,381.3,427.0,--,381.3,387.3,81,1.7,1.7,0.0,--,1.7,1.0,10,2.3,2.3,2.0,--,2.3,2.1,58,2.2,58,105,70,59,--,31,109,72,48,-1.3,48,125,80
73,74,Oregon St,26.0,24.3,24.0,14.0,30.0,19.4,2018,6,64,394.0,394.7,406.0,238.0,446.0,328.7,128,50.3,41.3,52.0,35.0,55.3,44.0,126,558.0,503.0,558.0,594.0,546.0,469.3,66,1.5,1.3,1.0,0.0,2.0,2.4,93,1.0,0.7,0.0,1.0,1.0,1.0,114,-14.8,62,127,110,99,--,73,117,93,82,-6.0,7,102,92
74,74,Akron,26.0,26.0,13.0,--,26.0,19.8,2018,6,116,305.5,305.5,244.0,--,305.5,305.0,75,30.0,30.0,26.0,--,30.0,29.9,88,428.0,428.0,365.0,--,428.0,464.5,5,0.5,0.5,1.0,--,0.5,1.3,6,2.5,2.5,2.0,--,2.5,1.9,54,3.1,50,118,60,56,--,31,110,48,57,-2.3,56,129,59
75,76,TX Christian,25.8,20.3,17.0,17.0,28.7,31.3,2018,6,65,393.8,394.0,299.0,299.0,425.3,409.8,49,24.3,28.3,14.0,14.0,27.7,20.5,25,333.3,363.7,198.0,198.0,378.3,351.9,127,3.0,3.3,3.0,3.0,3.0,1.2,125,0.5,0.3,1.0,1.0,0.3,1.4,29,11.9,1,85,27,8,14.2,8,44,9,6,7.4,3,94,3
76,76,Stanford,25.8,24.0,17.0,24.0,27.5,32.4,2018,6,103,337.8,323.0,229.0,362.0,313.5,388.9,28,20.5,24.0,38.0,6.5,34.5,22.7,81,417.3,468.7,550.0,297.5,537.0,405.6,5,0.5,0.3,1.0,0.5,0.5,0.9,76,1.3,1.3,0.0,1.5,1.0,2.0,36,9.6,2,56,31,47,--,8,52,27,17,5.5,15,67,36
77,78,Rice,25.5,25.0,24.0,27.0,25.0,16.3,2018,6,82,379.3,359.3,370.0,439.0,359.3,331.8,123,46.0,46.3,56.0,45.0,46.3,35.8,120,508.0,487.0,414.0,571.0,487.0,425.8,97,2.0,2.3,3.0,1.0,2.3,2.4,76,1.3,1.0,2.0,2.0,1.0,0.5,123,-23.0,115,130,121,109,--,91,127,108,117,-11.8,88,129,121
78,79,Miss State,25.0,23.0,6.0,31.0,19.0,30.6,2018,6,73,387.0,336.7,202.0,404.5,369.5,407.3,9,15.3,17.0,13.0,11.5,19.0,22.7,9,295.0,322.3,357.0,333.5,256.5,329.1,16,0.8,0.7,0.0,0.5,1.0,1.8,93,1.0,1.0,1.0,1.0,1.0,1.8,23,13.4,3,47,21,48,--,14,55,45,21,4.1,3,80,31
79,79,Auburn,25.0,26.3,24.0,26.3,21.0,34.6,2018,6,107,328.5,298.0,341.0,298.0,420.0,447.2,4,13.5,12.7,13.0,12.7,16.0,19.2,23,329.5,306.7,260.0,306.7,398.0,325.2,16,0.8,1.0,1.0,1.0,0.0,1.2,34,1.8,1.7,3.0,1.7,2.0,1.5,19,15.1,4,46,13,5,22.6,2,24,5,18,5.3,4,26,10
80,79,Marshall,25.0,25.0,20.0,20.0,27.5,26.7,2018,6,70,389.3,389.3,401.0,324.0,422.0,380.2,65,27.3,27.3,17.0,37.0,22.5,19.9,86,423.3,423.3,324.0,502.0,384.0,341.7,118,2.3,2.3,4.0,3.0,2.0,1.8,69,1.3,1.3,3.0,1.0,1.5,1.2,94,-8.8,55,104,97,72,--,20,85,66,101,-8.7,57,119,102
81,82,Washington,24.8,27.7,35.0,31.0,18.5,34.0,2018,6,68,390.5,388.0,464.0,418.5,362.5,397.1,6,13.8,11.3,7.0,13.5,14.0,16.8,5,285.8,241.0,194.0,231.0,340.5,310.2,50,1.3,1.0,1.0,1.0,1.5,0.8,76,1.3,1.7,1.0,1.0,1.5,1.7,14,16.6,14,44,22,10,11.6,5,28,8,10,6.2,2,36,6
82,83,Illinois,24.7,24.7,24.0,27.5,19.0,15.4,2018,6,47,421.7,421.7,411.0,442.5,380.0,280.4,108,37.3,37.3,63.0,43.5,25.0,31.5,125,557.0,557.0,591.0,522.5,626.0,418.4,59,1.3,1.3,2.0,1.5,1.0,2.2,17,2.0,2.0,2.0,2.0,2.0,1.6,108,-13.4,88,110,105,126,-7.5,72,127,126,113,-11.3,75,125,105
83,84,USC,24.6,25.7,24.0,41.0,13.7,32.6,2018,6,67,390.8,373.7,450.0,427.5,366.3,485.2,61,26.2,31.0,20.0,28.5,24.7,26.1,55,381.2,386.3,330.0,420.0,355.3,396.3,48,1.2,1.3,3.0,0.0,2.0,1.9,123,0.6,0.7,1.0,0.5,0.7,1.8,52,3.2,10,67,56,63,--,18,76,70,16,5.5,10,77,12
84,85,Ball State,24.5,27.3,52.0,36.0,13.0,17.0,2018,6,41,426.8,452.7,606.0,505.5,348.0,324.0,71,28.5,30.0,24.0,26.0,31.0,43.2,99,445.0,454.0,461.0,452.5,437.5,427.6,50,1.3,1.0,2.0,1.0,1.5,1.6,34,1.8,1.3,3.0,1.5,2.0,0.9,85,-6.0,52,129,92,75,--,28,126,80,115,-11.5,79,130,109
85,86,S Alabama,24.4,27.7,7.0,33.5,18.3,17.5,2018,6,105,335.8,385.7,308.0,345.0,329.7,327.2,122,44.0,45.0,52.0,30.5,53.0,28.9,117,501.8,484.0,517.0,406.0,565.7,440.6,111,2.2,2.0,1.0,3.5,1.3,1.6,16,2.2,1.7,2.0,3.0,1.7,1.6,116,-17.8,100,128,114,105,--,84,119,101,84,-6.0,48,125,88
86,87,S Mississippi,24.3,24.3,13.0,30.0,13.0,27.8,2018,6,48,420.7,420.7,260.0,501.0,260.0,420.3,39,22.3,22.3,24.0,21.5,24.0,26.5,16,319.0,319.0,341.0,308.0,341.0,347.9,122,2.7,2.7,3.0,2.5,3.0,1.4,42,1.7,1.7,1.0,2.0,1.0,1.3,72,-3.0,46,112,81,46,--,46,112,61,124,-14.0,103,130,130
87,88,Arizona,24.0,24.3,20.0,21.5,26.5,39.6,2018,6,33,445.3,485.0,330.0,328.0,562.5,481.2,67,27.8,27.7,24.0,26.0,29.5,35.3,73,407.8,413.0,450.0,421.0,394.5,463.0,29,1.0,1.3,1.0,0.5,1.5,1.8,111,0.8,1.0,3.0,1.5,0.0,1.8,74,-3.1,49,103,74,68,--,35,103,67,62,-2.7,24,72,60
88,89,California,23.0,23.0,24.0,24.0,21.0,27.3,2018,6,90,368.0,368.0,427.0,353.0,398.0,380.3,57,25.7,25.7,42.0,29.5,18.0,29.2,40,357.7,357.7,485.0,393.0,287.0,417.1,122,2.7,2.7,5.0,2.5,3.0,1.7,10,2.3,2.3,1.0,2.5,2.0,1.9,80,-4.8,18,101,64,51,--,31,70,43,80,-4.8,42,86,73
89,89,GA Southern,23.0,23.0,28.0,31.0,7.0,21.6,2018,6,99,348.0,348.0,409.0,452.0,140.0,333.5,47,24.0,24.0,21.0,17.0,38.0,33.1,105,470.7,470.7,493.0,408.5,595.0,422.8,12,0.7,0.7,0.0,0.5,1.0,1.6,17,2.0,2.0,1.0,1.5,3.0,1.8,64,-0.8,52,114,67,80,--,60,115,76,90,-6.9,83,122,87
90,91,E Michigan,22.8,23.7,23.0,23.0,22.7,26.1,2018,6,84,375.8,362.3,242.0,242.0,420.3,387.8,58,25.8,28.0,26.0,26.0,25.7,23.3,82,417.8,398.3,356.0,356.0,438.3,363.6,50,1.3,1.3,1.0,1.0,1.3,1.8,34,1.8,1.7,3.0,3.0,1.3,1.5,71,-1.9,57,117,62,62,--,36,119,49,73,-4.0,50,128,50
91,91,Colorado St,22.8,19.0,10.0,34.0,11.5,33.0,2018,6,49,419.8,342.0,313.0,541.0,298.5,483.1,118,40.8,40.0,48.0,35.0,46.5,29.3,115,497.8,458.0,341.0,527.0,468.5,440.2,89,1.8,2.0,3.0,1.5,2.0,1.2,50,1.5,1.7,1.0,1.5,1.5,1.3,124,-23.5,107,130,124,130,-29.4,100,130,130,110,-10.8,67,126,115
92,93,Georgia State,22.5,27.7,46.0,30.5,14.5,21.3,2018,6,86,372.8,380.7,487.0,415.0,330.5,398.8,105,37.0,35.7,14.0,24.0,50.0,25.5,119,503.0,489.7,262.0,395.0,611.0,388.3,66,1.5,1.7,1.0,2.0,1.0,1.5,50,1.5,1.7,4.0,2.0,1.0,1.5,118,-18.8,102,127,126,115,--,89,124,110,119,-12.3,100,126,119
93,94,Northwestern,22.3,19.3,17.0,19.3,31.0,29.2,2018,6,89,368.8,358.0,202.0,358.0,401.0,408.0,63,26.8,26.7,20.0,26.7,27.0,20.1,53,379.0,348.0,376.0,348.0,472.0,357.4,50,1.3,1.7,0.0,1.7,0.0,1.4,111,0.8,0.0,0.0,0.0,3.0,1.9,61,1.5,5,80,72,40,--,2,118,37,12,6.0,10,36,25
94,95,Tulane,21.8,23.3,40.0,28.5,15.0,26.1,2018,6,72,387.5,371.3,496.0,466.0,309.0,383.4,86,31.8,34.7,24.0,23.5,40.0,30.5,102,461.0,432.0,277.0,412.5,509.5,455.3,29,1.0,1.0,0.0,0.5,1.5,1.0,76,1.3,0.7,0.0,1.5,1.0,1.7,77,-3.8,51,123,95,98,--,22,122,95,67,-3.0,39,90,78
95,96,Miami (OH),21.6,26.7,39.0,22.3,20.5,23.8,2018,6,112,319.6,318.7,349.0,330.3,303.5,393.1,72,29.0,29.7,40.0,32.0,24.5,25.4,59,383.6,414.0,562.0,412.7,340.0,377.5,25,0.8,1.0,0.0,0.3,1.5,1.4,93,1.0,1.7,2.0,0.7,1.5,1.3,107,-13.1,46,113,112,95,--,60,98,89,87,-6.6,34,97,83
96,97,S Methodist,21.5,21.0,31.0,21.5,21.5,36.2,2018,6,124,285.3,295.0,324.0,283.0,287.5,479.6,118,40.8,39.0,30.0,36.0,45.5,38.6,94,432.5,400.3,374.0,383.5,481.5,498.2,29,1.0,1.0,1.0,1.0,1.0,1.6,50,1.5,2.0,3.0,2.5,0.5,1.8,89,-7.9,63,115,89,81,--,74,118,78,51,-1.6,3,89,18
97,98,Nebraska,21.3,19.0,28.0,25.0,10.0,25.8,2018,6,55,410.8,359.3,582.0,503.7,132.0,385.0,112,38.8,40.7,42.0,33.0,56.0,36.4,80,413.8,420.0,516.0,388.0,491.0,438.1,112,2.3,2.0,1.0,2.3,2.0,1.6,111,0.8,1.0,0.0,0.7,1.0,1.0,106,-12.5,24,106,106,106,--,51,106,106,38,1.8,19,52,33
98,99,N Carolina,21.0,22.3,10.0,38.0,15.3,22.5,2018,6,83,377.8,403.3,329.0,486.0,341.7,347.6,103,36.8,41.0,47.0,35.0,37.3,33.2,60,386.3,422.0,354.0,402.0,381.0,448.1,124,2.8,2.3,6.0,1.0,3.3,2.0,111,0.8,1.0,2.0,1.0,0.7,1.3,112,-14.0,50,114,102,103,--,21,108,98,52,-1.7,26,62,61
99,99,Iowa,21.0,21.0,17.0,21.0,--,28.2,2018,6,102,342.3,342.3,404.0,342.3,--,329.1,1,12.7,12.7,28.0,12.7,--,19.9,3,271.3,271.3,415.0,271.3,--,357.5,59,1.3,1.3,3.0,1.3,--,1.5,93,1.0,1.0,0.0,1.0,--,2.0,43,6.9,9,45,42,65,--,12,66,57,42,0.3,20,62,42
100,99,Arkansas St,21.0,25.7,21.0,27.0,19.0,36.9,2018,6,46,422.3,432.7,493.0,396.0,431.0,495.1,83,31.3,22.7,28.0,20.0,35.0,27.8,84,420.0,360.3,409.0,333.0,449.0,386.4,29,1.0,1.0,1.0,1.0,1.0,2.3,17,2.0,2.3,0.0,4.0,1.3,1.7,81,-5.2,54,98,77,77,--,60,108,71,75,-4.1,43,118,68
101,99,San Jose St,21.0,21.0,41.0,41.0,11.0,14.3,2018,6,122,298.3,298.3,490.0,490.0,202.5,304.4,102,36.7,36.7,44.0,44.0,33.0,44.1,111,487.3,487.3,475.0,475.0,493.5,521.5,29,1.0,1.0,0.0,0.0,1.5,3.3,10,2.3,2.3,2.0,2.0,2.5,1.1,117,-17.8,98,130,119,97,--,92,130,94,106,-10.3,87,125,97
102,103,San Diego St,20.3,20.3,23.0,25.5,10.0,30.2,2018,6,98,351.0,351.0,350.0,395.0,263.0,391.3,47,24.0,24.0,20.0,20.5,31.0,20.5,49,371.3,371.3,355.0,366.0,382.0,314.5,29,1.0,1.0,1.0,1.0,1.0,0.9,93,1.0,1.0,2.0,1.0,1.0,1.4,75,-3.5,54,116,73,79,--,43,126,75,53,-1.8,4,85,47
103,104,TX-San Ant,19.8,24.0,30.0,25.0,12.0,20.8,2018,6,128,265.2,283.3,278.0,268.3,260.5,375.9,90,33.8,27.7,21.0,26.3,45.0,17.0,68,398.4,331.3,297.0,346.3,476.5,303.4,64,1.4,1.0,1.0,1.0,2.0,1.4,47,1.6,2.3,2.0,2.0,1.0,1.9,125,-24.6,92,130,123,114,--,92,124,113,128,-15.7,22,128,103
104,105,Pittsburgh,19.8,24.3,14.0,15.0,24.5,23.5,2018,6,109,327.3,336.3,272.0,317.5,337.0,367.8,111,38.3,34.0,45.0,35.0,41.5,27.1,101,457.5,480.0,568.0,388.0,527.0,397.1,66,1.5,1.0,1.0,2.0,1.0,1.4,76,1.3,1.0,0.0,2.0,0.5,1.4,96,-9.6,9,111,87,93,--,41,117,77,47,-1.2,15,116,56
105,106,Texas State,19.7,19.7,21.0,--,19.7,17.0,2018,6,129,263.0,263.0,248.0,--,263.0,344.3,89,33.7,33.7,25.0,--,33.7,35.6,43,359.0,359.0,272.0,--,359.0,455.6,127,3.0,3.0,3.0,--,3.0,2.0,3,2.7,2.7,1.0,--,2.7,0.7,126,-26.8,104,129,125,118,--,88,125,114,129,-20.4,38,130,128
106,107,Bowling Grn,19.5,18.0,17.0,18.5,20.5,25.2,2018,6,104,336.0,312.0,393.0,271.5,400.5,382.5,129,51.0,48.7,63.0,41.5,60.5,38.3,118,502.3,501.7,532.0,486.5,518.0,505.4,97,2.0,1.7,3.0,1.0,3.0,2.0,93,1.0,0.3,0.0,0.5,1.5,2.1,127,-29.5,92,128,127,122,--,85,122,109,120,-12.9,12,123,122
107,108,Tulsa,19.3,19.3,17.0,20.0,19.0,29.3,2018,6,92,365.0,365.0,403.0,339.0,378.0,420.3,73,29.3,29.3,31.0,29.0,29.5,37.5,64,395.7,395.7,300.0,409.0,389.0,528.9,130,3.3,3.3,5.0,3.0,3.5,1.1,69,1.3,1.3,2.0,1.0,1.5,1.2,97,-9.7,71,108,90,69,--,37,97,68,81,-5.4,60,114,70
108,109,BYU,19.3,16.3,7.0,18.0,19.7,16.8,2018,6,123,296.0,264.0,194.0,287.0,299.0,321.8,53,25.0,25.7,35.0,21.0,26.3,26.3,63,395.5,418.7,464.0,398.0,394.7,385.6,16,0.8,1.0,1.0,2.0,0.3,2.3,76,1.3,1.7,1.0,3.0,0.7,1.3,56,2.5,25,90,43,49,--,10,77,28,29,3.0,15,75,32
109,110,Wyoming,18.8,15.3,14.0,16.5,21.0,23.2,2018,6,119,299.8,249.7,295.0,250.5,349.0,277.1,79,30.5,38.3,34.0,37.5,23.5,19.0,76,409.0,500.3,506.0,450.0,368.0,346.9,16,0.8,1.0,1.0,1.0,0.5,1.2,111,0.8,1.0,0.0,1.0,0.5,3.1,113,-14.1,2,115,115,86,--,1,94,84,97,-7.8,63,118,108
110,110,Kent State,18.8,17.0,24.0,--,18.8,10.5,2018,6,78,381.5,357.3,461.0,--,381.5,263.9,123,46.0,51.0,52.0,--,46.0,35.5,129,593.5,633.3,606.0,--,593.5,407.4,89,1.8,1.7,3.0,--,1.8,2.2,76,1.3,1.3,2.0,--,1.3,1.5,115,-17.3,74,124,101,108,--,94,128,102,109,-10.8,62,128,100
111,110,Florida St,18.8,24.0,28.0,20.0,17.5,23.8,2018,6,96,352.5,361.0,370.0,400.0,305.0,341.1,49,24.3,24.3,24.0,21.5,27.0,22.5,34,350.5,361.0,421.0,270.0,431.0,342.7,124,2.8,2.0,1.0,4.5,1.0,1.8,111,0.8,1.0,3.0,0.0,1.5,1.1,82,-5.2,2,104,91,71,--,16,90,90,46,-0.5,15,57,53
112,110,Charlotte,18.8,22.0,7.0,18.5,19.0,12.6,2018,6,118,300.8,333.3,263.0,288.0,313.5,291.1,103,36.8,34.0,28.0,35.0,38.5,32.5,41,358.3,333.0,330.0,386.0,330.5,457.5,66,1.5,1.3,2.0,1.5,1.5,1.5,76,1.3,1.0,0.0,2.0,0.5,0.9,121,-21.3,92,121,120,116,--,66,123,117,126,-14.8,101,127,127
113,114,LA Monroe,18.0,17.0,14.0,27.0,15.0,33.9,2018,6,95,358.5,360.0,262.0,490.0,314.7,458.8,107,37.3,43.0,46.0,35.0,38.0,41.0,108,480.5,495.3,487.0,469.0,484.3,532.1,97,2.0,2.0,4.0,1.0,2.3,1.5,76,1.3,0.3,1.0,0.0,1.7,1.2,122,-21.5,61,126,113,110,--,83,123,91,107,-10.4,87,124,89
114,115,Kansas St,17.8,20.3,14.0,21.7,6.0,30.4,2018,6,121,299.3,328.0,217.0,293.0,318.0,360.3,56,25.5,23.7,19.0,22.3,35.0,25.7,78,411.3,369.0,343.0,393.7,464.0,427.3,29,1.0,1.0,0.0,1.0,1.0,1.1,50,1.5,1.7,0.0,0.7,4.0,1.7,92,-8.4,36,114,100,92,--,34,93,92,50,-1.6,30,101,63
115,115,Tennessee,17.8,19.0,12.0,22.5,13.0,17.8,2018,6,101,347.8,363.3,209.0,440.5,255.0,282.2,83,31.3,28.3,38.0,23.5,39.0,31.1,51,377.3,320.7,441.0,260.5,494.0,430.9,112,2.3,3.0,1.0,4.0,0.5,1.5,125,0.5,0.3,0.0,0.5,0.5,1.4,78,-4.1,32,100,83,127,-10.7,79,129,128,54,-1.9,16,100,86
