,Rank_Scoring_Offense,Team,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Season,Week,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
21,,Michigan St,34.0,34.0,34.0,35.3,32.0,28.5,2010,7,,463.8,487.0,537.0,469.7,455.0,399.0,,20.6,24.0,17.0,23.0,17.0,28.3,,352.0,377.3,377.0,360.7,339.0,399.3,,1.4,1.3,0.0,1.7,1.0,1.7,,1.8,2.0,3.0,1.7,2.0,1.2,26,8.8,17,68,35,113,-0.6,8,113,13,55,-3.2,41,109,83
22,,Hawaii,34.0,34.3,49.0,38.5,31.0,22.6,2010,7,,484.0,486.7,474.0,628.0,388.0,439.2,,31.2,26.3,27.0,35.0,28.7,30.3,,403.0,394.3,363.0,437.0,380.3,415.7,,1.4,1.7,1.0,1.0,1.7,2.4,,2.2,2.7,3.0,2.0,2.3,1.8,36,6.0,10,113,63,50,--,36,112,81,60,-3.8,29,86,81
23,,Fresno St,33.5,35.3,27.0,27.5,39.5,32.4,2010,7,,372.8,397.3,363.0,331.0,414.5,423.8,,35.5,42.7,49.0,31.5,39.5,30.8,,402.0,454.7,474.0,359.0,445.0,428.9,,1.8,2.0,3.0,2.0,1.5,1.9,,1.0,1.0,1.0,1.0,1.0,1.2,75,-4.8,13,93,54,70,--,22,116,66,71,-5.0,28,96,66
24,,Louisville,33.5,39.3,56.0,36.0,31.0,17.0,2010,7,,481.0,535.7,574.0,445.5,516.5,326.4,,20.5,19.7,0.0,11.5,29.5,27.7,,355.5,318.0,223.0,345.5,365.5,395.6,,1.5,1.3,0.0,1.0,2.0,1.6,,1.0,1.3,1.0,0.5,1.5,1.2,45,2.9,25,95,75,43,--,26,75,47,69,-4.8,33,77,64
25,,Baylor,33.4,41.0,38.0,44.5,26.0,16.5,2010,7,,480.0,548.0,507.0,587.0,408.7,322.5,,23.2,21.7,45.0,6.5,34.3,28.5,,416.8,400.3,635.0,297.5,496.3,419.9,,0.8,0.7,0.0,1.0,0.7,2.0,,1.8,2.3,1.0,3.0,1.0,1.3,28,7.7,27,93,27,114,-2.9,49,116,69,62,-3.9,46,114,67
26,,Houston,33.3,26.3,24.0,40.0,13.0,41.2,2010,7,,443.3,371.7,404.0,470.7,361.0,565.2,,31.3,33.7,47.0,31.3,31.0,31.8,,419.5,412.7,538.0,436.7,368.0,465.8,,2.8,3.0,3.0,2.7,3.0,1.9,,1.8,2.0,0.0,1.3,3.0,2.1,68,-3.1,22,80,48,89,--,31,95,89,90,-7.4,30,112,100
27,,Oklahoma,32.8,28.7,28.0,35.0,29.5,28.3,2010,7,,421.2,396.7,365.0,428.0,411.0,412.2,,22.8,24.3,20.0,21.7,24.5,15.8,,412.0,431.3,373.0,408.7,417.0,291.7,,0.8,0.3,0.0,1.0,0.5,2.0,,2.6,2.3,2.0,2.3,3.0,2.3,20,13.1,4,68,19,3,15.6,3,68,3,8,5.4,5,61,11
28,,TX El Paso,32.8,32.7,44.0,34.0,31.0,29.8,2010,7,,426.8,399.7,469.0,417.3,441.0,425.4,,24.2,19.0,24.0,15.7,37.0,33.5,,365.8,291.7,350.0,311.3,447.5,446.3,,0.8,1.0,0.0,0.3,1.5,1.8,,1.6,1.7,0.0,1.0,2.5,1.5,89,-11.7,86,117,94,96,--,82,119,96,120,-20.4,70,120,120
29,,Iowa,32.8,32.0,24.0,34.7,27.0,23.7,2010,7,,425.3,406.7,349.0,464.7,307.0,336.9,,11.0,12.3,3.0,3.3,34.0,15.3,,264.0,260.3,301.0,230.0,366.0,270.1,,0.5,0.7,1.0,0.3,1.0,2.2,,2.0,1.7,1.0,2.0,2.0,2.4,17,14.2,10,71,10,37,--,8,70,34,42,-1.5,28,101,31
30,,Army,32.3,37.0,41.0,29.0,35.7,14.7,2010,7,,345.0,346.7,343.0,338.3,351.7,267.6,,24.0,28.7,23.0,24.3,23.7,22.4,,324.7,359.0,298.0,320.3,329.0,301.4,,0.7,0.3,1.0,0.7,0.7,1.4,,2.7,3.0,3.0,1.7,3.7,2.0,63,-1.8,63,115,78,71,--,71,117,74,112,-12.1,76,115,111
31,,Florida St,32.2,36.7,45.0,32.5,32.0,31.0,2010,7,,432.4,462.0,471.0,459.0,414.7,422.8,,17.6,10.3,17.0,5.0,26.0,31.8,,320.8,304.3,424.0,188.0,409.3,443.2,,1.6,1.3,1.0,1.5,1.7,1.9,,1.8,2.0,2.0,2.0,1.7,2.2,9,18.1,6,47,18,26,--,19,96,43,11,4.3,10,90,35
32,,California,31.8,25.0,35.0,43.5,20.0,26.6,2010,7,,377.0,384.0,387.0,371.5,382.5,382.4,,19.0,23.0,7.0,7.0,31.0,27.0,,299.3,318.7,144.0,192.5,406.0,389.8,,1.5,1.7,1.0,1.0,2.0,1.4,,2.3,1.3,2.0,3.5,1.0,1.7,10,17.7,3,99,11,46,--,30,87,42,12,4.3,7,98,7
33,,Missouri,31.8,34.7,26.0,34.7,23.0,27.1,2010,7,,410.0,420.3,347.0,420.3,379.0,403.1,,12.5,12.3,0.0,12.3,13.0,26.5,,337.5,356.3,311.0,356.3,281.0,367.8,,1.8,2.0,2.0,2.0,1.0,1.6,,2.3,1.7,1.0,1.7,4.0,1.8,19,13.3,7,43,21,5,13.0,3,34,7,73,-5.2,12,88,79
34,,San Diego St,31.8,28.7,21.0,41.0,28.7,22.3,2010,7,,446.5,405.7,273.0,504.0,427.3,333.4,,19.8,19.3,24.0,7.0,24.0,31.5,,357.3,367.0,415.0,245.0,394.7,391.4,,1.0,1.3,1.0,2.0,0.7,2.1,,1.8,2.0,2.0,1.0,2.0,1.1,32,6.7,8,71,25,51,--,30,100,46,77,-5.9,61,119,86
35,,Texas A&M,31.8,26.3,17.0,37.5,26.0,32.8,2010,7,,460.0,424.3,336.0,484.5,435.5,465.8,,24.5,27.3,24.0,18.0,31.0,33.5,,326.0,342.3,442.0,254.5,397.5,426.3,,4.3,4.3,3.0,4.5,4.0,1.8,,2.5,2.0,2.0,2.5,2.5,1.7,33,6.4,11,46,34,11,5.5,11,59,33,36,-0.8,16,118,70
36,,Florida,31.0,27.7,29.0,37.3,18.5,33.8,2010,7,,337.7,333.3,253.0,352.3,308.5,445.1,,20.2,26.0,33.0,18.3,24.0,13.2,,306.7,336.7,385.0,319.8,280.5,247.8,,1.8,2.3,2.0,1.3,3.0,1.2,,2.7,1.3,2.0,3.3,1.5,1.7,13,15.7,7,34,9,35,--,2,41,31,5,6.5,2,73,4
37,,Wisconsin,30.6,28.3,41.0,29.3,32.5,30.8,2010,7,,418.6,404.3,476.0,442.0,383.5,415.8,,22.2,25.3,23.0,18.7,27.5,22.4,,339.2,390.7,345.0,344.0,332.0,309.6,,0.8,0.0,0.0,0.7,1.0,1.8,,1.0,1.0,0.0,0.7,1.5,1.9,39,5.3,2,55,33,41,--,9,46,40,66,-4.4,22,102,56
38,,S Carolina,30.0,26.3,35.0,31.0,27.0,19.2,2010,7,,378.8,355.3,326.0,377.0,384.0,344.9,,18.8,20.7,21.0,13.3,35.0,20.9,,375.5,366.0,351.0,336.0,494.0,298.6,,1.8,2.0,1.0,1.0,4.0,1.7,,1.5,1.3,1.0,1.3,2.0,1.3,18,14.0,2,31,26,36,--,5,119,38,7,6.3,3,81,26
39,,S Methodist,29.5,29.0,21.0,27.0,34.5,29.1,2010,7,,415.8,440.0,487.0,424.0,399.5,394.8,,25.5,30.0,18.0,21.8,33.0,28.0,,363.8,378.3,364.0,337.5,416.5,391.8,,1.7,1.3,2.0,1.3,2.5,2.0,,1.2,1.3,0.0,1.0,1.5,1.8,62,-1.2,38,88,56,66,--,17,87,62,70,-5.0,12,87,57
40,,Indiana,29.5,26.7,10.0,35.0,24.0,23.9,2010,7,,419.0,402.3,210.0,498.5,339.5,361.9,,30.3,33.3,38.0,31.0,29.5,31.0,,421.8,466.3,490.0,454.5,389.0,403.1,,1.3,1.3,3.0,0.5,2.0,1.7,,0.8,1.0,2.0,0.5,1.0,2.5,74,-4.6,51,120,71,65,--,47,118,51,101,-9.0,81,120,117
41,,W Virginia,29.5,31.3,49.0,40.0,19.0,25.6,2010,7,,392.5,367.0,446.0,461.5,323.5,370.7,,17.0,15.7,10.0,13.5,20.5,21.8,,275.3,245.7,284.0,250.5,300.0,339.6,,1.3,1.0,0.0,0.5,2.0,2.1,,1.3,1.3,2.0,1.0,1.5,1.8,29,7.7,15,62,41,47,--,13,108,52,47,-2.1,13,88,42
42,,N Illinois,29.4,38.3,31.0,31.0,29.0,27.6,2010,7,,392.4,441.0,424.0,424.0,384.5,341.0,,21.8,18.0,17.0,17.0,23.0,22.8,,360.2,333.7,274.0,274.0,381.8,338.8,,1.2,1.0,1.0,1.0,1.3,1.3,,1.4,1.3,1.0,1.0,1.5,1.8,51,0.7,7,118,74,57,--,27,119,59,89,-7.3,34,102,88
43,,Idaho,28.5,32.3,33.0,30.0,28.0,32.7,2010,7,,387.8,424.0,479.0,332.0,406.3,451.0,,23.5,18.7,13.0,7.0,29.0,36.0,,334.0,288.3,184.0,187.0,383.0,433.5,,3.0,2.0,4.0,1.0,3.7,1.8,,2.5,2.0,3.0,2.0,2.7,1.2,,,,,,,,,,,,,,,
44,,Air Force,28.4,27.7,49.0,32.7,22.0,26.2,2010,7,,441.0,422.0,433.0,429.3,458.5,354.8,,17.6,15.7,27.0,15.7,20.5,17.0,,330.0,324.3,421.0,347.3,304.0,299.8,,1.4,1.7,2.0,1.7,1.0,1.0,,1.6,1.7,1.0,2.0,1.0,2.5,34,6.4,3,54,28,42,--,19,51,39,61,-3.9,14,96,44
45,,S Mississippi,28.2,32.3,43.0,38.3,13.0,31.3,2010,7,,398.2,408.3,404.0,387.3,414.5,401.1,,25.8,24.0,44.0,25.3,26.5,28.0,,311.0,277.3,342.0,262.0,384.5,410.9,,0.8,0.3,0.0,0.3,1.5,1.3,,1.8,2.7,4.0,1.7,2.0,2.0,65,-1.9,34,116,70,80,--,56,118,90,96,-8.2,6,112,103
46,,Miss State,28.2,26.0,47.0,29.0,27.0,23.8,2010,7,,388.6,375.3,538.0,379.0,403.0,368.5,,17.8,21.7,24.0,12.0,26.5,28.5,,328.4,351.7,404.0,324.7,334.0,381.6,,1.8,2.0,0.0,1.3,2.5,2.5,,2.0,2.0,3.0,2.0,2.0,1.8,25,9.5,8,59,30,33,--,3,78,77,20,3.0,6,83,30
47,,Arizona,28.0,23.7,27.0,23.7,41.0,26.8,2010,7,,435.0,406.7,541.0,406.7,520.0,369.9,,16.8,21.7,29.0,21.7,2.0,24.5,,310.3,352.0,486.0,352.0,185.0,330.2,,1.5,1.7,1.0,1.7,1.0,1.5,,1.3,1.0,1.0,1.0,2.0,1.4,14,14.9,2,80,8,18,--,1,108,15,21,2.9,14,102,21
48,,Oregon St,28.0,28.0,29.0,33.0,24.7,31.3,2010,7,,343.6,380.3,486.0,370.0,326.0,408.8,,30.0,30.7,27.0,28.0,31.3,26.5,,456.6,459.0,541.0,408.5,488.7,349.9,,0.2,0.3,1.0,0.0,0.3,0.9,,1.8,1.7,1.0,2.5,1.3,1.3,23,10.6,20,58,29,8,12.4,3,27,6,1,12.0,1,18,2
49,,GA Tech,28.0,28.3,33.0,30.5,26.3,33.5,2010,7,,419.2,412.7,536.0,449.5,399.0,416.4,,27.6,28.7,21.0,33.0,24.0,25.4,,369.4,391.0,376.0,451.5,314.7,365.6,,1.2,1.3,2.0,2.0,0.7,1.2,,1.2,1.0,1.0,1.5,1.0,1.8,52,0.5,24,65,60,48,--,14,102,49,44,-2.0,14,91,45
50,,Georgia,27.5,26.7,41.0,40.0,15.0,28.2,2010,7,,370.2,399.7,403.0,390.7,349.7,353.3,,20.3,22.3,14.0,17.3,23.3,28.1,,321.0,335.7,292.0,285.0,357.0,363.1,,1.2,1.3,0.0,0.7,1.7,2.3,,1.5,1.7,3.0,2.0,1.0,1.0,38,5.7,2,40,38,56,--,8,63,63,10,4.7,5,82,10
51,,Bowling Grn,27.2,24.0,25.0,35.0,23.3,28.5,2010,7,,319.7,297.7,415.0,284.5,337.3,404.8,,38.8,47.3,49.0,28.0,44.3,27.5,,489.8,514.7,380.0,409.5,530.0,400.2,,2.7,3.0,2.0,3.5,2.3,1.2,,2.8,3.0,1.0,5.5,1.5,1.5,108,-18.9,68,114,98,103,--,77,103,99,76,-5.8,24,101,74
52,,Connecticut,27.0,36.3,24.0,42.5,16.7,29.4,2010,7,,359.0,354.0,284.0,389.0,339.0,378.8,,25.8,23.0,27.0,21.0,29.0,24.8,,396.2,383.3,455.0,347.5,428.7,387.2,,1.6,2.0,1.0,2.5,1.0,1.6,,1.6,2.3,0.0,3.5,0.3,1.8,40,5.2,24,94,39,81,--,32,104,87,57,-3.7,20,69,53
53,,Cincinnati,26.8,31.0,45.0,37.0,16.5,36.0,2010,7,,424.8,485.0,609.0,535.0,314.5,436.6,,23.0,21.3,3.0,17.0,29.0,24.8,,380.0,407.0,271.0,364.0,396.0,390.5,,1.5,1.7,0.0,2.0,1.0,0.8,,1.0,1.0,0.0,0.5,1.5,1.3,44,4.0,27,90,62,79,--,16,102,78,35,0.2,14,50,20
54,,Arkansas St,26.7,25.3,24.0,29.0,25.5,19.2,2010,7,,415.0,395.7,328.0,445.0,400.0,314.5,,31.8,29.3,19.0,27.0,34.3,25.4,,472.0,459.0,292.0,485.5,465.3,366.2,,1.7,2.0,1.0,2.0,1.5,2.1,,1.3,1.3,1.0,2.0,1.0,1.5,86,-11.1,5,101,96,86,--,70,106,92,95,-7.7,10,108,96
55,,Iowa State,26.6,33.0,27.0,35.3,13.5,19.4,2010,7,,359.4,370.7,348.0,408.7,285.5,358.3,,35.6,44.3,68.0,38.7,31.0,22.3,,439.6,489.3,593.0,450.0,424.0,418.2,,1.8,1.0,2.0,1.7,2.0,2.2,,1.8,2.0,2.0,2.7,0.5,2.5,81,-8.9,5,96,55,118,-9.9,7,118,116,46,-2.1,32,84,46
56,,Arkansas,26.5,25.0,24.0,20.0,28.7,35.0,2010,7,,448.8,432.0,442.0,421.0,458.0,413.7,,18.0,21.7,17.0,24.0,16.0,26.3,,335.8,383.7,336.0,423.0,306.7,417.5,,2.0,1.7,2.0,3.0,1.7,1.2,,2.0,2.0,3.0,2.0,2.0,2.3,22,12.5,7,31,20,7,12.6,2,43,26,9,5.3,1,96,8
57,,LSU,25.8,23.0,33.0,21.7,30.0,24.8,2010,7,,337.3,351.7,385.0,311.3,363.3,304.7,,15.2,19.0,29.0,11.7,18.7,16.2,,252.3,216.0,253.0,221.0,283.7,327.3,,2.3,2.7,2.0,2.3,2.3,1.1,,2.0,1.3,2.0,2.3,1.7,1.4,11,17.0,8,41,16,6,12.7,2,30,5,6,6.4,5,30,22
58,,Northwestern,25.8,25.3,17.0,23.5,27.3,24.2,2010,7,,425.8,436.3,389.0,410.0,436.3,397.3,,21.4,24.3,20.0,22.5,20.7,25.3,,376.8,358.3,285.0,354.0,392.0,362.6,,1.4,1.7,1.0,1.5,1.3,2.1,,2.0,1.7,1.0,2.0,2.0,2.3,70,-3.4,42,86,52,55,--,17,119,56,100,-8.8,41,104,91
59,,N Carolina,25.6,26.7,21.0,29.0,20.5,20.6,2010,7,,361.8,335.3,255.0,350.3,379.0,303.4,,21.2,15.3,16.0,21.0,21.5,18.5,,331.8,298.7,305.0,367.3,278.5,289.3,,1.4,1.0,0.0,0.7,2.5,1.8,,2.0,1.7,0.0,1.3,3.0,1.7,35,6.4,19,70,36,10,8.1,7,35,8,23,2.4,1,37,25
60,,Arizona St,25.5,27.7,24.0,31.0,23.7,19.8,2010,7,,436.0,454.7,403.0,597.0,382.3,327.8,,26.8,29.0,14.0,42.0,21.7,22.7,,401.0,386.3,355.0,386.0,406.0,321.3,,2.8,3.7,1.0,7.0,1.3,2.4,,0.8,1.0,1.0,2.0,0.3,1.7,31,7.1,15,59,32,31,--,30,66,35,17,3.5,9,119,18
61,,Miami (FL),25.5,26.0,17.0,17.0,28.3,28.8,2010,7,,375.5,383.3,424.0,424.0,359.3,394.1,,26.3,23.0,45.0,45.0,20.0,22.7,,358.5,338.3,471.0,471.0,321.0,335.2,,2.5,2.0,2.0,2.0,2.7,1.6,,2.5,3.3,1.0,1.0,3.0,1.7,24,10.5,3,52,7,22,--,6,106,19,2,8.0,1,110,1
62,,Central Mich,25.0,21.0,21.0,17.0,27.0,32.8,2010,7,,413.6,398.3,401.0,371.0,424.3,431.9,,26.6,35.3,45.0,31.0,25.5,20.4,,379.4,424.7,406.0,437.0,365.0,360.2,,2.4,2.7,1.0,4.0,2.0,1.2,,1.6,1.3,1.0,1.0,1.8,1.5,80,-6.8,30,112,68,60,--,31,106,41,86,-7.1,55,114,99
63,,Washington,25.0,22.3,14.0,25.3,24.5,26.1,2010,7,,399.6,379.0,355.0,356.0,465.0,375.5,,30.8,37.0,24.0,33.3,27.0,26.7,,433.6,474.0,403.0,424.7,447.0,389.5,,1.0,1.3,1.0,1.3,0.5,1.6,,1.0,1.0,1.0,1.3,0.5,1.9,60,-1.1,6,86,58,44,--,5,71,44,13,4.0,2,50,14
64,,Wake Forest,25.0,15.7,27.0,33.7,12.0,25.5,2010,7,,329.4,286.0,403.0,393.0,234.0,401.4,,39.8,27.7,28.0,33.3,49.5,28.0,,448.4,398.0,368.0,406.7,511.0,394.0,,1.6,1.3,2.0,1.3,2.0,1.6,,1.2,1.0,1.0,1.3,1.0,1.4,88,-11.7,10,110,85,100,--,10,107,104,59,-3.8,53,111,54
65,,Central FL,25.0,26.3,42.0,31.5,18.5,26.0,2010,7,,334.8,343.7,399.0,353.5,316.0,345.8,,15.5,11.3,7.0,17.5,13.5,22.4,,278.8,290.3,269.0,256.5,301.0,358.0,,2.0,1.3,2.0,3.0,1.0,1.5,,1.5,2.0,3.0,1.5,1.5,2.3,41,4.6,22,105,50,54,--,13,71,45,79,-6.1,61,115,61
66,,Vanderbilt,25.0,33.7,52.0,25.3,24.5,13.7,2010,7,,354.6,398.0,561.0,380.0,316.5,278.7,,22.0,20.0,6.0,18.7,27.0,25.5,,345.8,323.3,210.0,323.0,380.0,385.3,,1.4,1.7,2.0,1.3,1.5,1.4,,1.8,2.3,2.0,1.3,2.5,1.4,56,-0.3,48,110,72,53,--,24,89,50,39,-1.2,16,76,16
67,,Texas,24.8,18.7,20.0,23.0,26.0,39.3,2010,7,,360.0,347.3,373.0,369.0,354.0,421.1,,20.0,25.3,28.0,20.5,19.7,16.7,,261.4,277.0,365.0,279.0,249.7,251.9,,2.4,3.7,2.0,2.5,2.3,2.0,,1.2,1.3,0.0,1.0,1.3,2.6,47,1.9,18,79,42,13,2.9,3,34,11,32,0.4,3,97,27
68,,Duke,24.5,16.7,16.0,17.0,32.0,23.7,2010,7,,396.5,357.7,399.0,337.0,456.0,356.6,,43.0,39.3,21.0,48.5,37.5,30.2,,441.0,419.3,297.0,480.5,401.5,396.0,,2.8,2.7,2.0,3.0,2.5,1.5,,1.0,0.7,0.0,1.0,1.0,1.7,103,-17.2,62,110,105,76,--,61,88,76,91,-7.4,63,108,90
69,,Ohio,24.4,34.0,49.0,31.0,20.0,24.5,2010,7,,297.4,378.0,380.0,281.5,308.0,300.9,,25.8,22.0,25.0,22.5,28.0,22.2,,368.8,393.3,415.0,320.0,401.3,356.0,,2.6,1.3,1.0,2.5,2.7,1.6,,1.4,1.0,2.0,2.0,1.0,2.7,82,-9.3,61,116,91,84,--,66,120,85,115,-12.5,76,118,112
70,,Notre Dame,24.3,22.7,23.0,21.0,31.0,30.1,2010,7,,393.5,333.7,334.0,395.5,389.5,451.8,,23.5,22.3,17.0,23.5,23.5,25.9,,397.8,352.0,382.0,410.0,373.5,397.8,,2.0,1.7,0.0,1.5,3.0,1.2,,1.7,2.3,2.0,1.8,1.5,1.6,46,2.5,16,63,47,30,--,21,119,32,28,1.4,16,56,19
71,,Maryland,24.3,26.7,21.0,31.5,17.0,19.8,2010,7,,301.3,311.0,297.0,358.0,244.5,311.5,,22.3,25.0,16.0,22.0,22.5,30.9,,458.3,449.3,399.0,435.5,481.0,394.3,,0.5,0.0,0.0,0.0,1.0,2.0,,1.8,1.7,2.0,2.0,1.5,1.6,55,-0.3,20,82,59,16,1.4,10,114,12,94,-7.7,39,98,95
72,,W Michigan,24.0,27.3,45.0,18.5,29.5,24.7,2010,7,,351.8,360.0,480.0,300.0,403.5,377.3,,31.0,28.7,16.0,35.0,27.0,29.1,,397.8,368.7,355.0,375.5,420.0,427.9,,2.8,3.0,0.0,4.5,1.0,2.3,,2.8,3.3,4.0,3.0,2.5,1.8,84,-10.2,49,113,109,52,--,50,109,97,108,-10.2,21,114,114
73,,Clemson,24.0,20.3,16.0,28.0,20.0,29.8,2010,7,,361.8,341.3,305.0,367.5,356.0,359.5,,22.0,26.0,21.0,20.0,24.0,21.8,,379.8,352.3,255.0,420.0,339.5,325.4,,1.8,2.0,0.0,3.5,0.0,1.7,,1.5,1.3,0.0,2.0,1.0,2.2,42,4.2,28,48,37,34,--,19,98,28,25,2.3,19,114,24
74,,Minnesota,23.8,24.7,23.0,24.0,23.5,21.3,2010,7,,385.0,394.0,345.0,381.7,390.0,312.8,,30.6,34.7,41.0,31.7,29.0,24.7,,414.2,448.0,476.0,425.7,397.0,380.8,,0.8,0.7,0.0,1.3,0.0,2.3,,1.6,1.0,0.0,2.0,1.0,2.0,93,-13.1,8,99,89,74,--,2,83,54,74,-5.7,40,101,85
75,,Kansas,23.3,21.7,7.0,35.0,11.5,27.6,2010,7,,342.3,349.0,270.0,412.5,272.0,410.5,,31.8,34.0,55.0,20.5,43.0,30.7,,431.5,439.3,681.0,341.5,521.5,394.2,,1.3,1.3,4.0,0.5,2.0,2.0,,0.5,0.3,0.0,0.5,0.5,1.4,104,-17.4,75,117,107,108,--,41,117,110,102,-9.1,39,110,102
76,,Temple,23.0,24.0,17.0,21.5,24.0,30.0,2010,7,,301.4,295.3,274.0,310.5,295.3,323.3,,22.8,29.3,31.0,13.0,29.3,21.9,,392.6,408.3,424.0,369.0,408.3,332.2,,1.8,2.0,1.0,1.5,2.0,1.5,,1.2,0.7,1.0,2.0,0.7,2.2,58,-0.9,50,118,61,73,--,41,114,57,65,-4.2,45,111,52
77,,UCLA,22.7,27.7,7.0,24.3,21.0,22.0,2010,7,,321.3,338.0,144.0,390.0,252.7,337.4,,25.7,25.0,35.0,25.3,26.0,21.2,,370.7,373.3,387.0,369.7,371.7,334.0,,2.5,2.0,2.0,3.0,2.0,1.8,,1.7,2.3,1.0,1.3,2.0,2.3,50,1.3,13,109,40,45,--,22,101,22,22,2.7,3,56,17
78,,Kansas St,22.0,19.0,13.0,20.3,27.0,20.6,2010,7,,334.8,320.0,317.0,324.0,367.0,333.7,,25.8,27.0,48.0,27.7,20.0,25.6,,385.0,409.0,587.0,414.7,296.0,376.0,,0.8,1.0,1.0,0.7,1.0,1.5,,1.3,1.0,0.0,1.3,1.0,2.1,72,-3.7,18,86,49,14,1.6,9,111,9,58,-3.7,42,105,73
79,,Pittsburgh,22.0,21.3,17.0,23.5,20.5,31.6,2010,7,,337.3,361.0,382.0,350.5,324.0,391.8,,24.5,23.7,23.0,24.0,25.0,21.2,,350.8,332.7,334.0,332.0,369.5,332.7,,2.0,2.0,2.0,2.0,2.0,1.1,,1.5,1.0,0.0,1.5,1.5,1.8,57,-0.7,9,75,57,38,--,3,45,29,34,0.2,19,42,37
80,,Illinois,21.8,24.7,33.0,20.5,23.0,22.3,2010,7,,339.8,359.3,437.0,320.5,359.0,379.5,,20.5,19.7,13.0,23.0,18.0,31.4,,323.5,305.0,235.0,340.0,307.0,403.7,,1.8,1.0,2.0,0.5,3.0,1.6,,1.0,1.0,1.0,1.0,1.0,1.2,37,6.0,22,74,53,15,1.4,11,118,114,27,2.0,21,97,38
81,,Rice,21.7,22.7,24.0,19.0,24.3,18.3,2010,7,,331.8,347.3,350.0,356.3,307.3,304.6,,35.2,38.7,44.0,34.0,36.3,43.1,,440.2,465.7,469.0,460.3,420.0,464.0,,1.8,1.3,0.0,2.7,1.0,2.3,,1.3,1.0,0.0,1.3,1.3,1.5,111,-19.6,68,111,103,117,-9.4,100,118,118,75,-5.8,5,116,58
82,,UAB,21.6,23.3,7.0,32.5,14.3,27.8,2010,7,,407.8,451.3,269.0,479.5,360.0,425.9,,33.4,35.7,42.0,32.5,34.0,32.3,,404.8,417.3,399.0,456.5,370.3,453.3,,2.2,2.7,3.0,2.5,2.0,1.1,,1.2,1.3,2.0,1.5,1.0,1.8,96,-14.2,73,115,84,92,--,67,114,79,56,-3.7,51,99,65
83,,LA Lafayette,21.6,23.3,28.0,24.3,17.5,20.4,2010,7,,329.6,354.0,369.0,388.3,241.5,345.8,,38.8,38.3,54.0,37.3,41.0,31.4,,431.8,442.0,496.0,458.7,391.5,406.7,,1.4,1.3,2.0,1.3,1.5,1.9,,1.6,1.3,2.0,2.0,1.0,2.1,114,-22.1,30,116,112,106,--,79,113,109,104,-9.2,4,110,108
84,,Florida Intl,21.4,24.3,28.0,21.0,21.7,22.9,2010,7,,347.2,377.7,345.0,358.0,340.0,321.7,,30.6,35.7,21.0,20.0,37.7,35.3,,356.8,395.7,299.0,247.0,430.0,491.6,,2.0,1.3,1.0,3.0,1.3,1.8,,1.8,0.7,1.0,1.5,2.0,1.4,87,-11.5,59,96,87,83,--,52,114,86,67,-4.4,15,114,29
85,,Navy,21.3,23.7,28.0,--,21.3,27.5,2010,7,,420.8,399.3,368.0,--,420.8,358.8,,20.3,21.3,27.0,--,20.3,19.5,,364.0,394.7,403.0,--,364.0,332.5,,1.5,1.3,1.0,--,1.5,1.0,,2.3,2.3,2.0,--,2.3,1.6,71,-3.6,29,89,76,115,-4.9,8,118,115,63,-4.0,34,97,69
86,,Wash State,21.0,22.3,23.0,19.5,22.0,12.0,2010,7,,343.4,347.7,336.0,329.5,352.7,248.7,,47.0,45.0,43.0,46.5,47.3,38.5,,538.6,574.7,542.0,577.5,512.7,511.8,,1.4,1.7,1.0,2.0,1.0,2.6,,1.8,2.7,3.0,3.0,1.0,2.0,99,-15.9,48,120,114,101,--,66,115,102,68,-4.8,15,110,92
87,,Syracuse,20.7,20.7,13.0,--,20.7,19.4,2010,7,,358.7,358.7,307.0,--,358.7,325.5,,17.7,17.7,9.0,--,17.7,28.3,,284.0,284.0,219.0,--,284.0,328.5,,2.0,2.0,1.0,--,2.0,2.4,,1.0,1.0,2.0,--,1.0,1.7,61,-1.1,17,85,69,64,--,10,78,75,103,-9.1,48,118,118
